id,name,darreichung,status,verweis,artikelnummer,pharmacode,ean,abgabekategorie,zulassungsnummer,csl
213,Biodoron® 150 mg,Kapseln 20 st,Nicht lieferbar (Produktionskapazität),,3063,956448,7680380510165,B / SL,38051,
214,Biodoron® 150 mg,Kapseln 80 st,Nicht lieferbar (Produktionskapazität),,3066,956454,7680380510240,B / SL,38051,
215,Biodoron® 5%,Tabletten 250 st,Lieferbar,,5305,6310701,7680215210017,D / -,21521,
216,Bismutum metallicum praeparatum D6,Pulver zum Einnehmen 50 g,Lieferbar,,206037,1033461,7611916162619,FM / nach ALT,,
217,Bismutum / Graphites / Stibium,Salbe 23 g,Lieferbar,,100550,5026406,7611916150715,FM / Nach ALT,,
218,Bismutum / Graphites comp.,Pulver zum Einnehmen 50 g,Lieferbar,,124707,5093064,7611916142284,FM / nach ALT,,
219,Bismutum / Stibium,Salbe 23 g,Lieferbar,,100616,1105367,7611916164309,FM / nach ALT,,
220,Bryonia D3,Injektionslösung (s.c.) 8 Amp.,Lieferbar,,101073,4111475,7611916105265,B / SL,59736,8x2070631
221,Bryonia D3,Tropfen zum Einnehmen 50 ml,Lieferbar,,206065,1034111,7611916162893,FM / SL,,2069674
222,Bryonia D6,Ampullen 8 st,Gestrichen (Lieferbar: D3 Ampullen),,124269,4111481,7611916150999,B,59736,8x2070631
223,Bryonia D6,Tropfen zum Einnehmen 50 ml,Lieferbar,,206066,1034112,7611916162909,FM / SL,,2069674
224,Bryophyllum 50%,Kautabletten 50 g,Lieferbar,,124551,6706238,7611916156298,D / SL,59501,2069591
225,Bryophyllum 5%,Injektionslösung (s.c.) 8 Amp.,Lieferbar,,101078,4111498,7611916105340,B / SL,59951,8x2070631
226,Bryophyllum Ø (= 33%),Tropfen zum Einnehmen 50 ml,Lieferbar,,124924,6710174,7611916153785,D / SL,59952,2069591
227,Bryophyllum D1,Tropfen zum Einnehmen 50 ml,Lieferbar,,205145,5100338,7611916142383,FM / SL,,2069674
228,Bryophyllum Argento cultum Rh D2,Injektionslösung (s.c.) 8 Amp.,Lieferbar,,100158,4111558,7611916102684,B / SL,59837,8x2070631
229,Bryophyllum Argento cultum D2,Tropfen zum Einnehmen 50 ml,Lieferbar,,124969,5047035,7611916155673,D / SL,59954,2069674
230,Bryophyllum Argento cultum Rh D3,Tropfen zum Einnehmen 20 ml,Lieferbar,,100160,3050145,7611916102721,D / SL,59836,2069651
231,Bryophyllum Mercurio cultum 1%,Tropfen zum Einnehmen 50 ml,Lieferbar,,205151,5102159,7611916142444,FM / SL,,2069674
232,Bryophyllum 50% / Conchae 50% aa,Pulver zum Einnehmen 50 g,Lieferbar,,124935,5217141,7611916153891,D / SL,59835,2070275
233,Bryophyllum D5 / Conchae D7 aa,Injektionslösung (s.c.) 8 Amp.,Lieferbar,,101083,4111593,7611916105432,B / SL,59815,8x2070565
234,Bryophyllum D5 / Conchae D7 aa,Injektionslösung (i.v.) 5 Amp. à 10ml,Lieferbar,,101097,4111624,7611916105470,B / SL,59814,5x2070625
235,Bryophyllum D5 / Conchae D7 aa,Tropfen zum Einnehmen 50 ml,Lieferbar,,124458,1104933,7611916163531,D / SL,418385,2070329
242,"Calendula-Essenz, Weleda",Flüssigkeit zur Anwendung auf der Haut 100 ml,Lieferbar,,5366,1345238,7680495600362,D / -,49560,
243,"Calendula-Salbe, Weleda",Crème 25 g,Lieferbar,,5345,4844545,7680463540379,D / -,46354,
244,"Calendula-Salbe, Weleda",Crème 70 g,Lieferbar,,5350,4844539,7680463540386,D / -,46354,
245,"Calendula-Spray, Weleda",Spray zur Anwendung auf der Haut 50 ml,Lieferbar,,5368,2218223,7680555200037,D / -,55520,
246,Calendula 10%,Gel 25 g,Gestrichen (Lieferbar: Calendula-Salbe),,100556,5046834,7611916150760,D,404057,2070140
247,Calendula Ø (= 33%),Tropfen zum Einnehmen 50 ml,Lieferbar,,205161,5046604,7611916142543,FM / SL,,2069591
248,Calendula D4,Augentropfen 10 ml,Lieferbar,,102009,867331,7611916105777,D / -,59747,
249,Calendula / Echinacea / Sulfur,Schüttelmixtur 100 ml,Lieferbar,,102025,7822081,7611916161315,FM / SL,,2070476
250,Calmedoron®,Globuli 10 g,Lieferbar,,4050,6033302,7680620380015,D / -,62038,
251,Calmedoron®,Tropfen 50 ml,Lieferbar,,4037,5932412,7680628540015,D / -,62854,
252,Capsella / Majorana comp.,Tropfen zum Einnehmen 50 ml,Lieferbar,,124978,7817152,7611916161254,D / SL,417664,2070275
253,Carbo Betulae D6,Pulver zum Einnehmen 50 g,Lieferbar,,124413,5046952,7611916152788,D / -,414026,
254,Carbo Betulae D8,Injektionslösung 8 Amp.,Gestrichen (Lieferbar: D8 Dilution oder D20 Ampullen),,102038,4113818,7611916105999,B / -,404667,8x2070631
255,Carbo Betulae D8,Tropfen zum Einnehmen 50 ml,Lieferbar,,205172,5104939,7611916142659,FM / SL,,2069674
256,Carbo Betulae D12,Tropfen zum Einnehmen 50 ml,Lieferbar,,205174,5104069,7611916142673,FM / SL,,2069734
257,Carbo Betulae D20,Injektionslösung 8 Amp.,Wieder lieferbar,,102040,4113758,7611916106033,B / SL,404667,8x2070654
258,Carbo Betulae D20,Tropfen zum Einnehmen 50 ml,Lieferbar,,205176,5104098,7611916142697,FM / SL,,2069734
259,Carbo Betulae D20,Pulver zum Einnehmen 50 g,Lieferbar,,205181,5104106,7611916142741,FM / nach ALT,,
260,Carbo Betulae D30,Tropfen zum Einnehmen 50 ml,Lieferbar,,205177,5104112,7611916142703,FM / SL,,2069800
261,Carbo Betulae D30,Injektionslösung 8 Amp.,Lieferbar,,102041,4113764,7611916106057,B / SL,404667,8x2070677
262,Carbo Betulae comp.,Kapseln 30 st,Lieferbar,,110047,7733125,7611916158025,D / SL,66945,3794130
263,Carbo Betulae D8 / Crataegus D2 aa,Injektionslösung (s.c.) 8 Amp.,Lieferbar,,102054,4113847,7611916106071,B / SL,59890,8x2070565
264,Carbo Betulae cum Methano D3,Pulver zum Einnehmen 50 g,Lieferbar,,205982,7837816,7611916162091,FM / nach ALT,,
265,Carbo Betulae / Sulfur,Tabletten 50 g,Lieferbar,,124412,5046892,7611916152771,D / SL,414031,2070329
266,Carbo Equiseti arvensis D15,Injektionslösung 8 Amp.,Lieferbar,,124312,4113876,7611916151439,B / SL,404675,8x2070654
267,Cardiodoron® neue Formel,Tropfen zum Einnehmen 50 ml,Lieferbar,,3210,7799587,7680672720012,D / -,67272,
268,Carduus benedictus D1 / Paeonia officinalis D1 aa,Tropfen zum Einnehmen 50 ml,Lieferbar,,124803,5104336,7611916142857,FM / SL,,2070329
269,Carpellum Mali comp.,Pulver zum Einnehmen 50 g,Lieferbar,,124636,7735649,7611916159503,D / -,403737,
270,Carvi aetheroleum comp.,Oleum 50 ml,Gestrichen,,124508,5046981,7611916153297,D,415121,2070507
271,Cerussit D6,Pulver zum Einnehmen 50 g,Lieferbar,,124686,5109233,7611916143038,FM / nach ALT,,
272,Cerussit D8,Injektionslösung 8 Amp.,Lieferbar,,102082,1282489,7611916106309,B / SL,59591,8x2070631
273,Chalkosin D3,Pulver zum Einnehmen 50 g,Lieferbar,,205213,5109285,7611916143069,FM / nach ALT,,
274,"Chamomilla, Radix 2%",Tabletten 50 g,Lieferbar,,124414,5047101,7611916152795,D / SL,414029,2069674
275,"Chamomilla, Radix, ethanol. Decoctum D3",Tropfen zum Einnehmen 50 ml,Lieferbar,,124858,5110555,7611916143144,FM / SL,,2069674
276,"Chamomilla, Radix, ethanol. Decoctum D6",Globuli 4 g,Lieferbar,,100394,1119593,7611916164156,FM / SL,,2069645
277,"Chamomilla, Radix, ethanol. Decoctum D12",Tropfen zum Einnehmen 50 ml,Lieferbar,,205223,5110549,7611916143168,FM / SL,,2069734
278,"Chamomilla, Radix, ethanol. Decoctum D30",Tropfen zum Einnehmen 50 ml,Lieferbar,,205224,5110561,7611916143175,FM / SL,,2069800
279,"Chamomilla, Radix, ethanol. Decoctum D30",Globuli 4 g,Gestrichen (Lieferbar: D30 Tropfen),,102320,1606880,7611916108105,D,412064,2069763
280,Chamomilla Cupro culta radix ethanol. Decoctum D2,Tropfen zum Einnehmen 50 ml,Lieferbar,,124937,5047147,7611916153914,D / SL,415321,2069674
281,"Chamomilla Cupro culta, Radix, ethanol. Decoctum D3",Dilution 50 ml,Gestrichen (Lieferbar: D2 und Rh D3 Tropfen),,124938,5110584,7611916153921,D,415321,2069674
282,Chamomilla Cupro culta Radix Rh D2,Injektionslösung (s.c.) 8 st,Lieferbar,,102229,4127499,7611916107788,B / SL,59919,8x2070631
283,"Chamomilla Cupro culta, Radix Rh D3",Tropfen zum Einnehmen 20 ml,Lieferbar,,102231,4127631,7611916107825,D / SL,404607,2069651
284,Chamomilla comp.,Suppositorien 10 st,Lieferbar,,124460,7844774,7611916161308,D / SL,59295,10x2070559
285,Chamomilla / Malachit comp.,Injektionslösung 8 Amp.,Lieferbar,,102108,4114137,7611916106583,B / SL,59802,8x2070588
286,Chamomilla / Malachit comp.,Tropfen zum Einnehmen 50 ml,Lieferbar,,124466,1027356,7611916163210,D / SL,418245,2070370
287,Chelidonium 10%,Crème 25 g,Lieferbar,,102115,4127944,7611916131394,FM / nach ALT,,
288,Chelidonium D3,Tropfen zum Einnehmen 50 ml,Lieferbar,,205226,5110733,7611916143199,FM / SL,,2069674
289,Chelidonium Rh D4,Augentropfen 10 ml,Lieferbar,,117235,7573727,7611916157134,D / -,59848,
290,Chelidonium Ferro cultum Rh D3,Tropfen zum Einnehmen 20 ml,Lieferbar,,124670,7805662,7611916161056,D / SL,417625,2069651
291,Chelidonium comp.,Tropfen zum Einnehmen 50 ml,Lieferbar,,124156,7789304,7611916160325,D / SL,60029,2070275
292,Chelidonium / Colchicum / Spongia,Crème 25 g,Lieferbar,,100660,1001346,7611916161834,FM / nach ALT,,
293,Chelidonium / Curcuma comp.,Kautabletten 50 g,Lieferbar,,124967,5167029,7611916155826,D / SL,59589,2070275
294,Choleodoron®,Tropfen 50 ml,Lieferbar,,3305,3586934,7680159800381,D / -,15980,
295,Chrysolith D6,Pulver zum Einnehmen 50 g,Lieferbar,,206024,1033462,7611916162466,FM / nach ALT,,
296,Chrysolith D12,Injektionslösung 8 Amp.,Lieferbar,,102129,4128010,7611916106729,B / SL,404651,8x2070654
297,Chrysolith D12,Pulver zum Einnehmen 50 g,Lieferbar,,124698,1001352,7611916162459,FM / nach ALT,,
298,Chrysolith D20,Pulver zum Einnehmen 50 g,Wieder lieferbar,,124683,1183239,7611916165634,D / -,419685,
299,Chrysolith D30,Injektionslösung 8 Amp.,Gestrichen (Lieferbar: D12 Ampullen),,124279,4128027,7611916151095,B,404651,8x2070677
300,Chrysolith comp.,Injektionslösung 8 Amp.,Lieferbar,,102131,4127973,7611916106767,B / SL,404619,8x2070602
301,Cichorium Rh D3,Tropfen zum Einnehmen 20 ml,Nicht lieferbar (Tropfen zum Einnehmen (ethanolisch) verfügbar.),,102134,4128062,7611916106828,D / SL,404614,2069651
302,"Cichorium, ethanol. Decoctum D1",Tropfen zum Einnehmen 50 ml,Lieferbar,,124833,1006330,7611916162473,FM / SL,,2069591
303,"Cichorium, ethanol. Decoctum D3",Tropfen zum Einnehmen 50 ml,Lieferbar,,206027,7848104,7611916162497,FM / SL,,2069674
304,"Cichorium, ethanol. Decoctum D20",Tropfen zum Einnehmen 50 ml,Lieferbar,,206026,1034113,7611916162480,FM / SL,,2069734
305,Cichorium Plumbo cultum D2,Tropfen zum Einnehmen 50 ml,Gestrichen (Lieferbar: Rh D3 wässrige Tropfen zum Einnehmen),,124668,7805922,7611916161032,D,417628,2069674
306,Cichorium Plumbo cultum Rh D3,Tropfen zum Einnehmen 20 ml,Lieferbar,,124467,1158864,7611916163760,D / SL,418546,2069651
307,Cichorium Stanno cultum D2,Tropfen zum Einnehmen 50 ml,Gestrichen (Lieferbar: Rh D3 Ampullen),,124669,7805923,7611916161049,D / SL,417627,2069674
308,Cichorium Stanno cultum Rh D3,Injektionslösung 8 Amp.,Lieferbar,,124299,5313531,7611916151309,B / SL,59842,8x2070631
309,"Cimicifuga racemosa, ethanol. Decoctum D3",Tropfen zum Einnehmen 50 ml,Lieferbar,,205254,5111945,7611916143472,FM / SL,,2069674
310,Cimicifuga comp.,Tropfen zum Einnehmen 50 ml,Lieferbar,,120034,7783715,7611916160288,D / SL,60036,2070275
311,Cineraria maritima D3,Augentropfen 10 ml,Lieferbar,,117236,7379161,7611916157165,D / -,59775,
312,Cinis Arnicae D6,Pulver zum Einnehmen 50 g,Lieferbar,,124712,5112554,7611916143526,FM / nach ALT,,
313,Cinis Capsellae comp.,Crème 25 g,Lieferbar,,100657,7851209,7611916161803,FM / nach ALT,,
314,Cinis Equiseti arvensis D3,Pulver zum Einnehmen 50 g,Lieferbar,,124689,1008649,7611916162626,FM / nach ALT,,
315,Cinis Glechomatis D3,Pulver zum Einnehmen 50 g,Lieferbar,,124690,5112583,7611916143540,FM / nach ALT,,
316,Cinis Tabaci D3,Pulver zum Einnehmen 50 g,Lieferbar,,124700,5112459,7611916143601,FM / nach ALT,,
317,Cinis Tabaci D8,Tropfen zum Einnehmen 50 ml,Lieferbar,,124759,5112465,7611916143595,FM / nach ALT,,2069674
318,Cinis Tabaci D20,Injektionslösung 8 Amp.,Lieferbar,,124352,5570280,7611916151828,B / SL,415133,8x2070654
319,Cinis Urticae Ferro cultae D3,Pulver zum Einnehmen 50 g,Lieferbar,,124691,5112488,7611916143625,FM / nach ALT,,
321,Cissus - Ossa D6,Pulver zum Einnehmen 50 g,Lieferbar,,205272,5112519,7611916143656,FM / nach ALT,,
322,Citrus / Cydonia,Augentropfen 10 ml,Lieferbar,,102156,4527968,7611916135934,D / -,59967,
323,Cocculus comp.,Globuli 4 g,Lieferbar,,100398,1119594,7611916164477,FM / SL,,2070298
324,Cochlearia armoracia 10%,Crème 25 g,Lieferbar,,100658,1014212,7611916161810,FM / nach ALT,,
325,"Colchicum, Tuber Rh D3",Injektionslösung 8 Amp.,Lieferbar,,124282,4129647,7611916151132,A / SL,59838,8x2070631
326,"Colchicum, Tuber, ethanol. Digestio D2",Tropfen zum Einnehmen 50 ml,Lieferbar,,204570,7823284,7611916161636,FM / SL,,2069674
327,"Colchicum, Tuber, ethanol. Digestio D3",Tropfen zum Einnehmen 50 ml,Lieferbar,,204571,7823285,7611916161643,FM / SL,,2069674
328,Combudoron®,Gel 25 g,Lieferbar,,5560,5855976,7680499800225,D / -,49980,
329,Combudoron®,Spray 50 ml,Lieferbar,,5520,2363221,7680499780220,D / -,49978,
330,Compositio Mineralis cum Saccharo D3,Tropfen zum Einnehmen 50 ml,Lieferbar,,00124762,5123428,7611916093364,FM / SL,,2070329
331,Conchae 50%,Pulver zum Einnehmen 50 g,Lieferbar,,124521,5047213,7611916153426,D / SL,59607,2069591
332,Conchae 5%,Pulver zum Einnehmen 50 g,Lieferbar,,124743,1025020,7611916162640,FM / SL,,2069591
333,Conchae D6,Pulver zum Einnehmen 50 g,Lieferbar,,124717,1033463,7611916162657,FM / nach ALT,,
334,Conchae D6,Tropfen zum Einnehmen 50 ml,Lieferbar,,205994,1003150,7611916162152,FM / SL,,2069674
335,Conchae D12,Tropfen zum Einnehmen 50 ml,Lieferbar,,205991,1027355,7611916162237,FM / SL,,2069734
336,Conchae D20,Tropfen zum Einnehmen 50 ml,Lieferbar,,205992,1034223,7611916162244,FM / SL,,2069734
337,Conchae D30,Tropfen zum Einnehmen 50 ml,Lieferbar,,124859,7837476,7611916161902,FM / SL,,2069800
338,Conchae / Quercus,Pulver zum Einnehmen 50 g,Lieferbar,,124716,1001348,7611916162633,FM / nach ALT,,
339,Conium maculatum 5%,Crème 25 g,Lieferbar,,124996,1153054,7611916164767,FM / nach ALT,,
340,"Convallaria, Flos D1",Tropfen zum Einnehmen 50 ml,Lieferbar,,124896,5124103,7611916144103,FM / SL,,2069674
341,"Convallaria, Flos D3",Tropfen zum Einnehmen 50 ml,Lieferbar,,205318,5124586,7611916144110,FM / SL,,2069674
342,Corpus vitreum - Stannum D4,Augentropfen 10 ml,Lieferbar,,117237,7762589,7611916157103,B / -,59783,
343,"Crataegus, ethanol. Digestio Ø (= 33%)",Tropfen zum Einnehmen 50 ml,Lieferbar,,124419,5058079,7611916152849,D / SL,414903,2069591
344,Crataegus (Folium cum Flore et Fructus),Kautabletten 40 g,Lieferbar,,1517,5565391,7611916152108,D / SL,415139,2070269
345,Crataegus Ø (= 33%) / Kalmia latifolia D2 aa,Tropfen zum Einnehmen 50 ml,Lieferbar,,205961,7772900,7611916160684,FM / SL,,2070275
346,Crataegus comp.,Tropfen zum Einnehmen 50 ml,Lieferbar,,124418,6869934,7611916152832,B / SL,416481,2070275
347,Crotalus terrificus D30,Injektionslösung 8 Amp.,Lieferbar,,124292,4129819,7611916151231,B / SL,404679,8x2070677
348,Cuprit D3,Pulver zum Einnehmen 50 g,Lieferbar,,124718,1033464,7611916162664,FM / nach ALT,,
349,Cuprit D6,Pulver zum Einnehmen 50 g,Lieferbar,,124692,1033465,7611916162671,FM / nach ALT,,
350,Cupro - Stibium D6,Pulver zum Einnehmen 50 g,Lieferbar,,124719,1033466,7611916162688,FM / nach ALT,,
351,Cuprum - Ren - Glandula suprarenalis D6,Ampullen 8 st,Gestrichen,,102223,4130372,7611916153204,B,415128,8x2070631
352,Cuprum aceticum D3,Tropfen zum Einnehmen 50 ml,Lieferbar,,124162,1045183,7611916163357,B / SL,418446,2069674
353,Cuprum aceticum D4,Tropfen zum Einnehmen 50 ml,Lieferbar,,206067,1034224,7611916162916,FM / SL,,2069674
354,Cuprum aceticum D6,Tropfen zum Einnehmen 50 ml,Gestrichen (LIeferbar: D3 und D4),,124578,7690953,7611916158513,D / SL,403928,2069674
355,Cuprum aceticum D4 / Zincum valerianicum D4,Tropfen zum Einnehmen 50 ml,Lieferbar,,124420,5058116,7611916152856,D / SL,414904,2070329
358,"Cuprum metallicum praeparatum 0,4%",Salbe 23 g,Lieferbar,,100624,1148344,7611916165528,FM / nach ALT,,
359,Cuprum metallicum praeparatum D6,Injektionslösung 8 Amp.,Lieferbar,,102214,4130047,7611916107627,B / SL,404620,8x2070631
360,Cuprum metallicum praeparatum D6,Tropfen zum Einnehmen 50 ml,Lieferbar,,124787,5125172,7611916144301,FM / SL,,2069674
361,Cuprum metallicum praeparatum D6,Pulver zum Einnehmen 50 g,Lieferbar,,124612,7682959,7611916158858,D / -,403741,
362,Cuprum metallicum praeparatum D10,Tropfen zum Einnehmen 50 ml,Lieferbar,,124834,5125114,7611916144325,FM / SL,,2069734
363,Cuprum metallicum praeparatum D10,Injektionslösung 8 Amp.,Gestrichen (Lieferbar: D6),,124324,5313181,7611916151552,B,404620,8x2070654
364,Cuprum metallicum praeparatum D20,Tropfen zum Einnehmen 50 ml,Lieferbar,,205341,5125143,7611916144349,FM / SL,,2069734
365,Cuprum metallicum praeparatum D30,Tropfen zum Einnehmen 50 ml,Lieferbar,,205342,5125166,7611916144356,FM / SL,,2069800
366,Cuprum metallicum praeparatum D30,Injektionslösung 8 Amp.,Lieferbar,,102218,4130030,7611916107702,B / SL,404620,8x2070677
367,Cuprum sulfuricum D4,Tropfen zum Einnehmen 50 ml,Lieferbar,,205347,5125232,7611916144400,FM / SL,,2069674
368,Cuprum sulfuricum D6,Tropfen zum Einnehmen 50 ml,Lieferbar,,205348,5125249,7611916144417,FM / SL,,2069674
369,Digestodoron® N,Tropfen zum Einnehmen 50 ml,Lieferbar,,3605,1148976,7680695190014,D / -,69519,
370,"Digitalis purpurea, ethanol. Digestio D1",Tropfen zum Einnehmen 50 ml,Lieferbar,,124753,5125261,7611916144448,FM / SL,,2069674
371,Drosera D3,Dilution 50 ml,Gestrichen,,205357,5106080,7611916144509,,,2069674
372,Dulcamara / Lysimachia,Tropfen zum Einnehmen 50 ml,Lieferbar,,124676,7785300,7611916160301,D / SL,67356,2070275
373,Dulcamara / Lysimachia N,Crème 25 g,Lieferbar,,124988,,7611916164286,D / SL,69774,2070482
374,Dyskrasit D6,Injektionslösung 8 Amp.,Gestrichen (Lieferbar: D6 Trituration und D20 Ampullen),,103017,4130455,7611916108297,B,59596,8x2070631
375,Dyskrasit D6,Pulver zum Einnehmen 50 g,Lieferbar,,124693,5118338,7611916144608,FM / nach ALT,,
376,Dyskrasit D20,Injektionslösung 8 Amp.,Lieferbar,,124353,5497844,7611916151835,B / SL,59596,8x2070654
377,Echinacea / Calendula comp.,Lutschtabletten 30 g,Lieferbar,,124554,7343654,7611916157738,D / SL,416462,2070269
378,Echinadoron®,Lutschtabletten 30 st,Lieferbar,,5540,6688440,7680652000011,D / -,65200,
380,Equisetum arvense 10%,Crème 25 g,Lieferbar,,100638,7836699,7611916161650,FM / nach ALT,,
381,"Equisetum arvense, ethanol. Decoctum D3",Tropfen zum Einnehmen 50 ml,Lieferbar,,205374,5118433,7611916144677,FM / SL,,2069674
382,Equisetum arvense Rh D6,Tropfen zum Einnehmen 20 ml,Gestrichen (Lieferbar: D6 Tropfen),,104016,4130604,7611916108600,D,406310,2069651
383,Equisetum arvense Rh D6,Injektionslösung 8 Amp.,Gestrichen (Lieferbar: D6 Tropfen),,124332,4130596,7611916151637,B,405047,8x2070631
384,"Equisetum arvense, ethanol. Decoctum D6",Tropfen zum Einnehmen 50 ml,Lieferbar,,205376,5121694,7611916144691,FM / SL,,2069674
385,"Equisetum arvense, ethanol. Decoctum D15",Tropfen zum Einnehmen 50 ml,Lieferbar,,205378,5121719,7611916144714,FM / SL,,2069734
386,"Equisetum arvense, ethanol. Decoctum D30",Tropfen zum Einnehmen 50 ml,Lieferbar,,124861,5121671,7611916144738,FM / SL,,2069800
387,Equisetum arvense Silicea cultum Rh D3,Injektionslösung (s.c.) 8 Amp.,Lieferbar,,117035,7686733,7611916160004,B / SL,59594,8x2070631
388,Equisetum arvense Silicea cultum D2,Tropfen zum Einnehmen 50 ml,Lieferbar,,124939,5058168,7611916153938,D / SL,415329,2069674
389,Equisetum arvense D15 / Formica D10 aa,Tropfen zum Einnehmen 50 ml,Lieferbar,,124835,5121754,7611916144752,FM / SL,,2070370
390,Equisetum arvense D15 / Formica D10 aa,Injektionslösung 8 Amp.,Lieferbar,,104020,4130538,7611916108617,B / SL,406315,8x2070588
391,Equisetum cum Sulfure tostum D3,Pulver zum Einnehmen 50 g,Lieferbar,,124687,5058180,7611916139666,FM / nach ALT,,
392,Equisetum cum Sulfure tostum D6,Injektionslösung 8 Amp.,Lieferbar,,104028,4130917,7611916108693,B / SL,404630,8x2070631
393,Equisetum cum Sulfure tostum D6,Pulver zum Einnehmen 50 g,Lieferbar,,124523,5058197,7611916153440,D / -,415132,
394,Equisetum cum Sulfure tostum D12,Tropfen zum Einnehmen 50 ml,Lieferbar,,124788,5121725,7611916144783,FM / SL,,2069734
395,"Equisetum, Fermentatio cum Sero Lactis D3",Tropfen zum Einnehmen 50 ml,Lieferbar,,124387,5142495,7611916152313,FM / SL,,2070329
396,Equisetum limosum - Rubellit D6,Tropfen zum Einnehmen 50 ml,Lieferbar,,205387,5121783,7611916144806,FM / SL,,2069674
397,"Erkältungssalbe, Weleda",Salbe 25 g,Nicht lieferbar (Verlagerung zum Lohnhersteller),,5554,5872957,7680524680204,D / -,52468,
398,Eucalyptus comp.,Pulver zur Herstellung einer Gurgellösung 35 g,Lieferbar,,124972,6340062,7611916154393,D / SL,415320,2070269
399,Eucalyptus comp.,Umschlagpaste 100 g,Lieferbar,,100663,1036126,7611916161865,FM / nach ALT,,
400,Visiodoron Euphrasia®,Augentropfen 10 ml,Lieferbar,,5586,7836271,7680495370029,D / -,49537,
401,Visiodoron Euphrasia® Monodosen,Augentropfen 20×0.4 ml,Lieferbar,,5584,7836272,7680495370036,D / -,49537,
402,Euphrasia comp.,Augensalbe 5 g,Lieferbar,,1700,1865334,7611916000317,D / SL,59893,3794176
406,Ferrum citricum D10,Tropfen zum Einnehmen 50 ml,Lieferbar,,124863,5121866,7611916144882,FM / SL,,2069734
407,Ferrum hydroxydatum 5%,Pulver zum Einnehmen 50 g,Lieferbar,,124941,5058205,7611916153952,D / SL,59562,2069591
408,Ferrum hydroxydatum D6,Injektionslösung 8 st,Lieferbar,,105012,4131041,7611916108945,B / SL,59622,8x2070631
409,Ferrum - Quarz D1,Trituration 50 g,Gestrichen (Lieferbar: Biodoron 5% Tabletten),,124632,7735652,7611916159466,D / -,59629,
410,Ferrum - Quarz D3,Trituration 50 g,Gestrichen,,124539,5123173,7611916145209,D,59629,
411,Ferrum - Quarz D12,Trituration 50 g,Gestrichen,,124613,7678745,7611916158865,D,59629,
412,"Ferrum metallicum 0,4%",Salbe 23 g,Lieferbar,,100661,1035592,7611916161841,FM / nach ALT,,
413,Ferrum metallicum praeparatum D6,Pulver zum Einnehmen 50 g,Lieferbar,,124614,7717770,7611916158872,D / -,403716,
414,Ferrum metallicum praeparatum D8,Injektionslösung 8 Amp.,Lieferbar,,105005,1170230,7611916108822,B / SL,405046,8x2070631
415,Ferrum metallicum praeparatum D8,Tropfen zum Einnehmen 50 ml,Lieferbar,,124864,1034225,7611916162923,FM / SL,,2069674
417,Ferrum phosphoricum D6,Tabletten 50 g,Lieferbar,,124422,5122765,7611916152870,D / SL,414042,2069674
418,Ferrum phosphoricum D8,Injektionslösung 8 Amp.,Lieferbar,,105024,4131118,7611916109119,B / SL,405041,8x2070631
420,Ferrum phosphoricum comp.,Globuli 50 g,Lieferbar,,00124175,1136738,7611916164323,D / SL,418965,2070329
421,Ferrum pomatum Ø (= D1),Tropfen zum Einnehmen 50 ml,Lieferbar,,205953,5090083,7611916153631,FM / SL,,2069591
422,Ferrum praeparatum comp.,Tropfen zum Einnehmen 50 ml,Lieferbar,,206069,1003151,7611916162930,FM / SL,,2070370
423,Ferrum sesquichloratum D3,Tropfen zum Einnehmen 50 ml,Lieferbar,,124901,5122831,7611916145087,FM / SL,,2069674
424,Ferrum sidereum D6,Pulver zum Einnehmen 50 g,Lieferbar,,124615,7706772,7611916158889,D / -,59581,
425,Ferrum sidereum D10,Injektionslösung 8 Amp.,"Gestrichen (Lieferbar: D20 Ampullen, D10 Tropfen)",,105028,4131207,7611916109195,B,405120,8x2070654
426,Ferrum sidereum D10,Pulver zum Einnehmen 50 g,Lieferbar,,206045,1033389,7611916162695,FM / nach ALT,,
427,Ferrum sidereum D10,Tropfen zum Einnehmen 50 ml,Lieferbar,,205999,1034226,7611916161957,FM / SL,,2069734
428,Ferrum sidereum D20,Injektionslösung 8 Amp.,Wieder lieferbar,,105030,4130219,7611916109232,B / SL,405120,8x2070654
429,Ferrum sidereum D20,Tropfen zum Einnehmen 50 ml,Lieferbar,,124839,7842057,7611916161964,FM / SL,,2069734
430,Ferrum sidereum D20,Tabletten 50 g,Lieferbar,,124423,5058381,7611916152887,D / SL,414023,2069734
431,Ferrum sidereum D10 / Pankreas D6 aa,Injektionslösung 8 Amp.,Lieferbar,,105036,4131236,7611916109294,B / SL,404681,8x2070588
432,Ferrum sidereum D10 / Pankreas D6 aa,Tropfen zum Einnehmen 50 ml,Lieferbar,,124789,1030051,7611916162947,FM / SL,,2070370
433,Ferrum sidereum comp.,Injektionslösung 8 Amp.,Lieferbar,,105035,4131182,7611916109270,B / SL,404653,8x2070588
436,Ferrum ustum comp.,Pulver zum Einnehmen 50 g,Lieferbar,,124158,1136414,7611916164859,FM / nach ALT,,
437,"Fieberbläschen-Salbe, Weleda",Salbe 6.5 ml,Nicht lieferbar (Verlagerung zum Lohnhersteller),,4040,2943680,7680532650220,D / -,53265,
438,Flores Tritici comp.,Ampullen 8 st,Gestrichen,,105041,5313206,7611916109331,B,59628,8x2070588
